,price_close,price_high,price_low,price_open,time_close,time_open,time_period_end,time_period_start,trades_count,volume_traded
0,0.01746,0.017550000000000003,0.017240000000000002,0.0173,2018-06-01T00:59:32.3150000Z,2018-06-01T00:01:04.4800000Z,2018-06-01T01:00:00.0000000Z,2018-06-01T00:00:00.0000000Z,35,5937.51
1,0.0173,0.0176,0.0173,0.01746,2018-06-01T01:57:17.6120000Z,2018-06-01T01:00:34.0290000Z,2018-06-01T02:00:00.0000000Z,2018-06-01T01:00:00.0000000Z,37,12338.26
2,0.017060000000000002,0.01737,0.017060000000000002,0.01737,2018-06-01T02:59:13.5380000Z,2018-06-01T02:02:17.2220000Z,2018-06-01T03:00:00.0000000Z,2018-06-01T02:00:00.0000000Z,52,10225.33
3,0.01761,0.017660000000000002,0.01708,0.01708,2018-06-01T03:59:16.1030000Z,2018-06-01T03:00:21.7310000Z,2018-06-01T04:00:00.0000000Z,2018-06-01T03:00:00.0000000Z,50,7385.67
4,0.017980000000000003,0.018070000000000003,0.017580000000000002,0.01763,2018-06-01T04:59:28.8940000Z,2018-06-01T04:00:06.8940000Z,2018-06-01T05:00:00.0000000Z,2018-06-01T04:00:00.0000000Z,72,19490.66
5,0.017720000000000003,0.018160000000000003,0.017660000000000002,0.01802,2018-06-01T05:55:59.5310000Z,2018-06-01T05:00:55.9370000Z,2018-06-01T06:00:00.0000000Z,2018-06-01T05:00:00.0000000Z,83,26526.49
6,0.01819,0.01821,0.01779,0.0178,2018-06-01T06:54:33.9940000Z,2018-06-01T06:03:52.7420000Z,2018-06-01T07:00:00.0000000Z,2018-06-01T06:00:00.0000000Z,69,50264.77
7,0.018340000000000002,0.01845,0.01812,0.01812,2018-06-01T07:58:19.5760000Z,2018-06-01T07:02:14.2240000Z,2018-06-01T08:00:00.0000000Z,2018-06-01T07:00:00.0000000Z,57,33721.38
8,0.018260000000000002,0.018330000000000003,0.01813,0.018230000000000003,2018-06-01T08:57:56.2280000Z,2018-06-01T08:04:14.7920000Z,2018-06-01T09:00:00.0000000Z,2018-06-01T08:00:00.0000000Z,61,25606.59
9,0.01829,0.01838,0.018160000000000003,0.01821,2018-06-01T09:59:37.3700000Z,2018-06-01T09:08:27.6160000Z,2018-06-01T10:00:00.0000000Z,2018-06-01T09:00:00.0000000Z,35,19266.03
10,0.01828,0.01836,0.018160000000000003,0.018250000000000002,2018-06-01T10:57:01.3740000Z,2018-06-01T10:03:19.1270000Z,2018-06-01T11:00:00.0000000Z,2018-06-01T10:00:00.0000000Z,16,2995.36
11,0.01819,0.01836,0.01819,0.01828,2018-06-01T11:59:58.0290000Z,2018-06-01T11:05:52.4740000Z,2018-06-01T12:00:00.0000000Z,2018-06-01T11:00:00.0000000Z,45,14225.08
12,0.018080000000000002,0.01822,0.017910000000000002,0.01819,2018-06-01T12:47:29.1680000Z,2018-06-01T12:00:40.7420000Z,2018-06-01T13:00:00.0000000Z,2018-06-01T12:00:00.0000000Z,77,40587.07
13,0.01803,0.01804,0.01793,0.01793,2018-06-01T13:57:38.6570000Z,2018-06-01T13:09:21.3010000Z,2018-06-01T14:00:00.0000000Z,2018-06-01T13:00:00.0000000Z,41,13385.17
14,0.01797,0.018160000000000003,0.01785,0.018060000000000003,2018-06-01T14:57:54.0470000Z,2018-06-01T14:05:28.4250000Z,2018-06-01T15:00:00.0000000Z,2018-06-01T14:00:00.0000000Z,62,38985.35
